source,destination,star rating,rating,offer type,price,date
ITAKA,"Brazylia,Rio de Janeiro",4,N/A,28.07 - 4.08.2025 (7 dni)Berlin 09:05Śniadania,10 559 zł,28.07-4.08.2025(7 dni)
ITAKA,Francja,0,4.7,2.08 - 7.08.2025 (6 dni)Mostki - Świebodzin 18:302 posiłki,2 298 zł,2.08-7.08.2025(6 dni)
ITAKA,"Norwegia,Oslo",3,N/A,20.07 - 23.07.2025 (4 dni)Gdańsk 16:05Śniadania,3 089 zł,20.07-23.07.2025(4 dni)
ITAKA,Chorwacja,0,5.5,12.08 - 23.08.2025 (12 dni)Prudnik 18:302 posiłki,3 658 zł,12.08-23.08.2025(12 dni)
ITAKA,"Azory,Terceira",4,N/A,27.07 - 30.07.2025 (4 dni)Berlin 06:00Śniadania,5 339 zł,27.07-30.07.2025(4 dni)
ITAKA,Chorwacja,0,5.3,12.08 - 21.08.2025 (10 dni)Prudnik 18:302 posiłki,3 258 zł,12.08-21.08.2025(10 dni)
ITAKA,"Hiszpania,Granada",1,N/A,22.07 - 25.07.2025 (4 dni)Wrocław 15:30Bez wyżywienia,3 209 zł,22.07-25.07.2025(4 dni)
ITAKA,Węgry,0,4.9,21.08 - 24.08.2025 (4 dni)Prudnik 10:00Śniadania,1 288 zł,21.08-24.08.2025(4 dni)
ITAKA,"Włochy,Rzym",3,N/A,30.07 - 1.08.2025 (3 dni)Kraków 18:40Bez wyżywienia,2 409 zł,30.07-1.08.2025(3 dni)
ITAKA,Rumunia,0,5.0,9.08 - 15.08.2025 (7 dni)Piwniczna 10:30Wyżywienie zgodnie z programem,2 568 zł,9.08-15.08.2025(7 dni)
ITAKA,"Chiny,Hongkong",5,N/A,20.07 - 25.07.2025 (5 dni)Warszawa-Okęcie 06:40Bez wyżywienia,8 769 zł,20.07-25.07.2025(5 dni)
ITAKA,"Finlandia,Helsinki",4,N/A,24.07 - 26.07.2025 (3 dni)Warszawa-Okęcie 08:55Śniadania,2 599 zł,24.07-26.07.2025(3 dni)
ITAKA,Litwa,0,5.1,9.08 - 15.08.2025 (7 dni)Warszawa 09:00Wyżywienie zgodnie z programem,2 548 zł,9.08-15.08.2025(7 dni)
ITAKA,"Finlandia,Helsinki",4,N/A,24.07 - 26.07.2025 (3 dni)Warszawa-Okęcie 08:55Śniadania,2 859 zł,24.07-26.07.2025(3 dni)
ITAKA,Włochy,0,5.1,16.08 - 24.08.2025 (9 dni)Prudnik 18:302 posiłki,3 478 zł,16.08-24.08.2025(9 dni)
ITAKA,"Cypr,Pafos",5,N/A,26.07 - 29.07.2025 (4 dni)Kraków 19:10Śniadania,4 759 zł,26.07-29.07.2025(4 dni)
ITAKA,"Włochy,Toskania",0,5.2,16.08 - 23.08.2025 (8 dni)Prudnik 18:30Wyżywienie zgodnie z programem,2 388 zł,16.08-23.08.2025(8 dni)
ITAKA,"Finlandia,Turku",3,N/A,29.07 - 31.07.2025 (3 dni)Gdańsk 10:05Śniadania,2 939 zł,29.07-31.07.2025(3 dni)
ITAKA,"Hiszpania,Granada",4,N/A,24.07 - 27.07.2025 (4 dni)Wrocław 16:50Bez wyżywienia,3 519 zł,24.07-27.07.2025(4 dni)
ITAKA,Włochy,0,5.4,30.08 - 13.09.2025 (15 dni)Prudnik 18:302 posiłki,4 968 zł,30.08-13.09.2025(15 dni)
ITAKA,Włochy,0,5.1,22.07 - 31.07.2025 (10 dni)Prudnik 18:302 posiłki,3 078 zł,22.07-31.07.2025(10 dni)
ITAKA,"Dania,Kopenhaga",5,N/A,30.07 - 1.08.2025 (3 dni)Gdańsk 16:20Bez wyżywienia,2 639 zł,30.07-1.08.2025(3 dni)
ITAKA,Włochy,0,5.1,19.07 - 31.07.2025 (13 dni)Prudnik 18:302 posiłki,3 508 zł,19.07-31.07.2025(13 dni)
ITAKA,"Dania,Kopenhaga",4,N/A,23.07 - 25.07.2025 (3 dni)Gdańsk 16:20Śniadania,2 709 zł,23.07-25.07.2025(3 dni)
ITAKA,Włochy,0,5.1,30.08 - 5.09.2025 (7 dni)Prudnik 18:302 posiłki,1 968 zł,30.08-5.09.2025(7 dni)
ITAKA,Bali,5,N/A,29.07 - 4.08.2025 (6 dni)Warszawa-Okęcie 09:30Śniadania,11 109 zł,29.07-4.08.2025(6 dni)
ITAKA,Włochy,0,4.7,26.07 - 1.08.2025 (7 dni)Prudnik 18:302 posiłki,2 038 zł,26.07-1.08.2025(7 dni)
ITAKA,Bali,5,N/A,29.07 - 4.08.2025 (6 dni)Warszawa-Okęcie 09:30Śniadania,10 619 zł,29.07-4.08.2025(6 dni)
ITAKA,Włochy,0,5.3,15.07 - 22.07.2025 (8 dni)Prudnik 18:30Wyżywienie zgodnie z programem,2 368 zł,15.07-22.07.2025(8 dni)
ITAKA,Bali,4,N/A,26.07 - 31.07.2025 (5 dni)Warszawa-Okęcie 09:30Śniadania,10 239 zł,26.07-31.07.2025(5 dni)
ITAKA,Włochy,0,5.2,23.08 - 29.08.2025 (7 dni)Prudnik 18:302 posiłki,2 568 zł,23.08-29.08.2025(7 dni)
ITAKA,Bali,4,N/A,25.07 - 29.07.2025 (5 dni)Kraków 23:50Śniadania,9 509 zł,25.07-29.07.2025(5 dni)
ITAKA,Włochy,0,5.3,29.07 - 3.08.2025 (6 dni)Prudnik 18:302 posiłki,2 138 zł,29.07-3.08.2025(6 dni)
ITAKA,"Wietnam,Da Nang",5,N/A,31.07 - 5.08.2025 (5 dni)Warszawa-Okęcie 21:25Śniadania,11 049 zł,31.07-5.08.2025(5 dni)
ITAKA,"Czechy,Praga",5,N/A,30.07 - 1.08.2025 (3 dni)Kraków 14:55Śniadania,1 809 zł,30.07-1.08.2025(3 dni)
ITAKA,Włochy,0,5.1,30.08 - 11.09.2025 (13 dni)Prudnik 18:302 posiłki,4 368 zł,30.08-11.09.2025(13 dni)
ITAKA,"Hiszpania,Madryt",3,N/A,27.07 - 30.07.2025 (4 dni)Wrocław 08:45Śniadania,2 979 zł,27.07-30.07.2025(4 dni)
ITAKA,Włochy,0,4.9,16.08 - 24.08.2025 (9 dni)Prudnik 18:302 posiłki,3 408 zł,16.08-24.08.2025(9 dni)
ITAKA,"Hiszpania,Madryt",4,N/A,2.08 - 5.08.2025 (4 dni)Kraków 08:50Śniadania,3 829 zł,2.08-5.08.2025(4 dni)
ITAKA,Włochy,0,5.2,9.08 - 16.08.2025 (8 dni)Prudnik 18:302 posiłki,3 068 zł,9.08-16.08.2025(8 dni)
ITAKA,"Łotwa,Ryga",4,N/A,29.07 - 31.07.2025 (3 dni)Kraków 14:05Śniadania,1 949 zł,29.07-31.07.2025(3 dni)
ITAKA,"Włochy,Toskania",0,5.2,9.08 - 17.08.2025 (9 dni)Prudnik 18:30Wyżywienie zgodnie z programem,2 458 zł,9.08-17.08.2025(9 dni)
ITAKA,Albania,0,5.1,20.07 - 27.07.2025 (8 dni)Warszawa-Radom 16:25Wyżywienie zgodnie z programem,2 649 zł,20.07-27.07.2025(8 dni)
ITAKA,"Włochy,Wenecja",0,N/A,28.07 - 30.07.2025 (3 dni)Warszawa-Okęcie 08:40Bez wyżywienia,1 909 zł,28.07-30.07.2025(3 dni)
ITAKA,Jamajka,4,N/A,30.07 - 7.08.2025 (8 dni)Poznań 06:25All inclusive,12 959 zł,30.07-7.08.2025(8 dni)
ITAKA,Bali,5,N/A,20.07 - 24.07.2025 (5 dni)Kraków 23:50Śniadania,11 429 zł,20.07-24.07.2025(5 dni)
ITAKA,"Francja,Paryż",4,N/A,28.07 - 30.07.2025 (3 dni)Gdańsk 10:00Bez wyżywienia,3 049 zł,28.07-30.07.2025(3 dni)
ITAKA,Wyspy Kanaryjskie,0,4.6,24.07 - 1.08.2025 (8 dni)Katowice 17:15Wyżywienie zgodnie z programem,4 899 zł,24.07-1.08.2025(8 dni)
ITAKA,"Hiszpania,Granada",3,N/A,24.07 - 27.07.2025 (4 dni)Wrocław 16:50Śniadania,3 279 zł,24.07-27.07.2025(4 dni)
ITAKA,Seszele,5,N/A,29.07 - 4.08.2025 (6 dni)Warszawa-Okęcie 15:10Śniadania,16 839 zł,29.07-4.08.2025(6 dni)
ITAKA,"Czechy,Praga",4,N/A,30.07 - 1.08.2025 (3 dni)Kraków 14:55Bez wyżywienia,1 859 zł,30.07-1.08.2025(3 dni)
ITAKA,Seszele,5,N/A,19.07 - 26.07.2025 (7 dni)Warszawa-Okęcie 17:40Śniadania,16 039 zł,19.07-26.07.2025(7 dni)
ITAKA,"Włochy,Mediolan",4,N/A,2.08 - 4.08.2025 (3 dni)Kraków 19:30Bez wyżywienia,2 369 zł,2.08-4.08.2025(3 dni)
ITAKA,Seszele,5,N/A,30.07 - 5.08.2025 (6 dni)Warszawa-Okęcie 15:10Śniadania,14 579 zł,30.07-5.08.2025(6 dni)
ITAKA,"Francja,Paryż",4,N/A,28.07 - 30.07.2025 (3 dni)Gdańsk 10:00Bez wyżywienia,2 489 zł,28.07-30.07.2025(3 dni)
ITAKA,Seszele,4,N/A,19.07 - 26.07.2025 (7 dni)Warszawa-Okęcie 17:40Śniadania,9 769 zł,19.07-26.07.2025(7 dni)
ITAKA,Seszele,5,6.0,21.07 - 30.07.2025 (9 dni)Warszawa-Okęcie 17:40Śniadania,15 099 zł,21.07-30.07.2025(9 dni)
ITAKA,Seszele,5,5.4,23.07 - 29.07.2025 (6 dni)Warszawa-Okęcie 17:40Śniadania,10 509 zł,23.07-29.07.2025(6 dni)
ITAKA,"Włochy,Rzym",4,N/A,22.07 - 24.07.2025 (3 dni)Kraków 18:40Bez wyżywienia,1 799 zł,22.07-24.07.2025(3 dni)
ITAKA,Seszele,5,5.8,19.07 - 26.07.2025 (7 dni)Warszawa-Okęcie 17:40Śniadania,12 279 zł,19.07-26.07.2025(7 dni)
ITAKA,"Islandia,Reykjavik",4,N/A,26.07 - 28.07.2025 (3 dni)Poznań 18:20Śniadania,6 689 zł,26.07-28.07.2025(3 dni)
ITAKA,Seszele,5,N/A,19.07 - 25.07.2025 (6 dni)Warszawa-Okęcie 17:40Śniadania,10 499 zł,19.07-25.07.2025(6 dni)
ITAKA,Seszele,5,5.0,23.07 - 29.07.2025 (6 dni)Warszawa-Okęcie 17:402 posiłki,10 319 zł,23.07-29.07.2025(6 dni)
ITAKA,Seszele,4,N/A,19.07 - 25.07.2025 (6 dni)Warszawa-Okęcie 17:40Śniadania,9 359 zł,19.07-25.07.2025(6 dni)
ITAKA,"Włochy,Rzym",3,N/A,22.07 - 24.07.2025 (3 dni)Kraków 18:40Bez wyżywienia,1 819 zł,22.07-24.07.2025(3 dni)
ITAKA,Seszele,4,N/A,23.07 - 30.07.2025 (7 dni)Warszawa-Okęcie 17:403 posiłki,22 409 zł,23.07-30.07.2025(7 dni)
ITAKA,"Czechy,Praga",4,N/A,1.08 - 3.08.2025 (3 dni)Poznań 07:25Śniadania,1 729 zł,1.08-3.08.2025(3 dni)
ITAKA,Seszele,4,N/A,30.07 - 5.08.2025 (6 dni)Warszawa-Okęcie 15:10Śniadania,8 559 zł,30.07-5.08.2025(6 dni)
ITAKA,"Stany Zjednoczone,Floryda",4,N/A,24.07 - 30.07.2025 (6 dni)Wrocław 06:20Bez wyżywienia,5 769 zł,24.07-30.07.2025(6 dni)
ITAKA,Seszele,4,N/A,29.07 - 5.08.2025 (7 dni)Warszawa-Okęcie 15:102 posiłki,12 339 zł,29.07-5.08.2025(7 dni)
ITAKA,"Wielka Brytania,Londyn",4,N/A,31.07 - 3.08.2025 (3 dni)Wrocław 19:25Bez wyżywienia,2 499 zł,31.07-3.08.2025(3 dni)
ITAKA,Seszele,4,N/A,21.07 - 30.07.2025 (9 dni)Warszawa-Okęcie 17:40Śniadania,11 499 zł,21.07-30.07.2025(9 dni)
ITAKA,"Włochy,Rzym",4,N/A,20.07 - 22.07.2025 (3 dni)Kraków 18:40Śniadania,1 999 zł,20.07-22.07.2025(3 dni)
ITAKA,Seszele,3,N/A,24.07 - 30.07.2025 (6 dni)Warszawa-Okęcie 17:40Śniadania,7 099 zł,24.07-30.07.2025(6 dni)
ITAKA,"Hiszpania,Madryt",3,N/A,27.07 - 30.07.2025 (4 dni)Wrocław 08:45Śniadania,3 429 zł,27.07-30.07.2025(4 dni)
ITAKA,Seszele,3,4.6,19.07 - 25.07.2025 (6 dni)Warszawa-Okęcie 17:40Śniadania,7 309 zł,19.07-25.07.2025(6 dni)
ITAKA,"Czechy,Praga",5,N/A,30.07 - 1.08.2025 (3 dni)Kraków 14:55Bez wyżywienia,2 439 zł,30.07-1.08.2025(3 dni)
ITAKA,Seszele,5,N/A,23.07 - 30.07.2025 (7 dni)Warszawa-Okęcie 17:402 posiłki,29 309 zł,23.07-30.07.2025(7 dni)
ITAKA,"Hiszpania,Madryt",4,N/A,2.08 - 5.08.2025 (4 dni)Kraków 08:50Śniadania,3 569 zł,2.08-5.08.2025(4 dni)
ITAKA,"Dominikana,Samana",5,N/A,3.08 - 11.08.2025 (8 dni)Wrocław 06:40Śniadania,10 939 zł,3.08-11.08.2025(8 dni)
ITAKA,"Irlandia,Dublin",3,N/A,1.08 - 4.08.2025 (3 dni)Poznań 05:45Bez wyżywienia,2 919 zł,1.08-4.08.2025(3 dni)
ITAKA,Seszele,5,N/A,19.07 - 25.07.2025 (6 dni)Warszawa-Okęcie 17:402 posiłki,11 109 zł,19.07-25.07.2025(6 dni)
ITAKA,"Dania,Kopenhaga",4,N/A,23.07 - 25.07.2025 (3 dni)Gdańsk 16:20Śniadania,3 029 zł,23.07-25.07.2025(3 dni)
ITAKA,"Chorwacja,Dalmacja",3,N/A,30.07 - 3.08.2025 (5 dni)Poznań 10:25Śniadania,3 419 zł,30.07-3.08.2025(5 dni)
ITAKA,"Hiszpania,Madryt",3,N/A,27.07 - 30.07.2025 (4 dni)Wrocław 08:45Śniadania,2 909 zł,27.07-30.07.2025(4 dni)
ITAKA,Seszele,5,5.0,25.07 - 31.07.2025 (6 dni)Warszawa-Okęcie 17:40Śniadania,12 039 zł,25.07-31.07.2025(6 dni)
ITAKA,Curaçao,4,N/A,19.07 - 25.07.2025 (6 dni)Kraków 06:35Śniadania,13 569 zł,19.07-25.07.2025(6 dni)
ITAKA,"Chiny,Szanghaj",3,N/A,27.07 - 5.08.2025 (9 dni)Kraków 11:15Śniadania,7 829 zł,27.07-5.08.2025(9 dni)
ITAKA,Curaçao,4,N/A,19.07 - 25.07.2025 (6 dni)Kraków 06:35Śniadania,11 839 zł,19.07-25.07.2025(6 dni)
ITAKA,"Grecja,Chalkidiki",5,4.4,24.07 - 30.07.2025 (6 dni)Kraków 06:15Śniadania,4 619 zł,24.07-30.07.2025(6 dni)
ITAKA,"Włochy,Apulia",5,N/A,22.07 - 24.07.2025 (3 dni)Warszawa-Modlin 06:50Śniadania,3 369 zł,22.07-24.07.2025(3 dni)
ITAKA,"Grecja,Chalkidiki",5,5.4,31.07 - 6.08.2025 (6 dni)Kraków 06:152 posiłki,5 229 zł,31.07-6.08.2025(6 dni)
ITAKA,"Włochy,Bolonia",4,N/A,22.07 - 24.07.2025 (3 dni)Kraków 14:10Śniadania,1 919 zł,22.07-24.07.2025(3 dni)
ITAKA,"Grecja,Chalkidiki",5,N/A,30.07 - 7.08.2025 (8 dni)Kraków 19:50Śniadania,7 409 zł,30.07-7.08.2025(8 dni)
ITAKA,"Włochy,Apulia",5,N/A,29.07 - 31.07.2025 (3 dni)Warszawa-Modlin 06:50Śniadania,6 729 zł,29.07-31.07.2025(3 dni)
ITAKA,Singapur,5,N/A,28.07 - 1.08.2025 (5 dni)Warszawa-Okęcie 15:10Śniadania,8 439 zł,28.07-1.08.2025(5 dni)
ITAKA,"Irlandia,Dublin",4,N/A,23.07 - 25.07.2025 (3 dni)Berlin 06:50Bez wyżywienia,2 489 zł,23.07-25.07.2025(3 dni)
ITAKA,Singapur,4,N/A,3.08 - 11.08.2025 (9 dni)Warszawa-Okęcie 08:50Śniadania,17 259 zł,3.08-11.08.2025(9 dni)
ITAKA,"Włochy,Rzym",3,N/A,26.07 - 28.07.2025 (3 dni)Kraków 18:40Śniadania,2 389 zł,26.07-28.07.2025(3 dni)
ITAKA,Singapur,4,N/A,3.08 - 11.08.2025 (9 dni)Warszawa-Okęcie 08:50Śniadania,16 779 zł,3.08-11.08.2025(9 dni)
ITAKA,"Czechy,Praga",3,N/A,30.07 - 1.08.2025 (3 dni)Kraków 14:55Bez wyżywienia,1 759 zł,30.07-1.08.2025(3 dni)
ITAKA,Singapur,3,N/A,30.07 - 3.08.2025 (5 dni)Warszawa-Okęcie 15:10Śniadania,6 849 zł,30.07-3.08.2025(5 dni)
ITAKA,"Włochy,Umbria",4,N/A,20.07 - 24.07.2025 (5 dni)Kraków 05:45Śniadania,2 449 zł,20.07-24.07.2025(5 dni)
ITAKA,Singapur,3,N/A,31.07 - 4.08.2025 (5 dni)Warszawa-Okęcie 15:10Śniadania,7 169 zł,31.07-4.08.2025(5 dni)
ITAKA,"Francja,Paryż",4,N/A,20.07 - 22.07.2025 (3 dni)Wrocław 19:55Bez wyżywienia,2 789 zł,20.07-22.07.2025(3 dni)
ITAKA,"Włochy,Bolonia",4,N/A,22.07 - 24.07.2025 (3 dni)Kraków 14:10Bez wyżywienia,1 599 zł,22.07-24.07.2025(3 dni)
ITAKA,Wyspy Zielonego Przylądka,0,5.5,29.08 - 6.09.2025 (8 dni)Warszawa-Okęcie 15:00Wyżywienie zgodnie z programem,6 899 zł,29.08-6.09.2025(8 dni)
ITAKA,"Filipiny,Bohol",5,N/A,19.07 - 25.07.2025 (6 dni)Warszawa-Okęcie 15:10Śniadania,12 439 zł,19.07-25.07.2025(6 dni)
ITAKA,"Estonia,Tallinn",3,N/A,27.07 - 31.07.2025 (5 dni)Warszawa-Okęcie 11:00Bez wyżywienia,2 569 zł,27.07-31.07.2025(5 dni)
ITAKA,"Wyspy Zielonego Przylądka,Sal",5,5.2,21.07 - 29.07.2025 (8 dni)Katowice 06:00All inclusive 24h,6 399 zł,21.07-29.07.2025(8 dni)
ITAKA,"Filipiny,Cebu - Mactan",5,N/A,20.07 - 27.07.2025 (7 dni)Berlin 16:30Śniadania,8 989 zł,20.07-27.07.2025(7 dni)
ITAKA,"Litwa,Wilno",3,N/A,29.07 - 1.08.2025 (4 dni)Warszawa-Okęcie 11:45Śniadania,2 749 zł,29.07-1.08.2025(4 dni)
ITAKA,"Wyspy Zielonego Przylądka,Sal",5,5.6,28.07 - 5.08.2025 (8 dni)Warszawa-Okęcie 15:25All inclusive,7 599 zł,28.07-5.08.2025(8 dni)
ITAKA,"Francja,Lazurowe Wybrzeże",4,N/A,23.07 - 25.07.2025 (3 dni)Wrocław 06:30Bez wyżywienia,3 099 zł,23.07-25.07.2025(3 dni)
ITAKA,"Wyspy Zielonego Przylądka,Sal",5,5.0,28.07 - 5.08.2025 (8 dni)Katowice 06:00All inclusive,6 799 zł,28.07-5.08.2025(8 dni)
ITAKA,"Włochy,Rzym",4,N/A,22.07 - 24.07.2025 (3 dni)Kraków 18:40Śniadania,1 779 zł,22.07-24.07.2025(3 dni)
ITAKA,Wyspy Zielonego Przylądka,0,5.1,8.08 - 16.08.2025 (8 dni)Warszawa-Okęcie 15:00Wyżywienie zgodnie z programem,6 469 zł,8.08-16.08.2025(8 dni)
ITAKA,Bali,5,N/A,23.07 - 28.07.2025 (6 dni)Warszawa-Okęcie 21:25Śniadania,9 179 zł,23.07-28.07.2025(6 dni)
ITAKA,"Chiny,Szanghaj",3,N/A,27.07 - 5.08.2025 (9 dni)Kraków 11:15Śniadania,7 669 zł,27.07-5.08.2025(9 dni)
ITAKA,"Litwa,Wilno",3,N/A,2.08 - 4.08.2025 (3 dni)Warszawa-Okęcie 11:45Śniadania,2 279 zł,2.08-4.08.2025(3 dni)
ITAKA,"Chiny,Szanghaj",4,N/A,27.07 - 5.08.2025 (9 dni)Kraków 11:15Śniadania,7 769 zł,27.07-5.08.2025(9 dni)
ITAKA,"Hiszpania,Malaga",3,N/A,22.07 - 25.07.2025 (4 dni)Wrocław 15:30Śniadania,2 819 zł,22.07-25.07.2025(4 dni)
ITAKA,Wyspy Zielonego Przylądka,0,N/A,5.09 - 13.09.2025 (8 dni)Warszawa-Okęcie 15:00Wyżywienie zgodnie z programem,7 299 zł,5.09-13.09.2025(8 dni)
ITAKA,Bali,5,N/A,18.07 - 23.07.2025 (5 dni)Poznań 14:15Śniadania,11 379 zł,18.07-23.07.2025(5 dni)
ITAKA,Grecja,0,N/A,21.07 - 28.07.2025 (8 dni)Warszawa-Okęcie 14:102 posiłki,2 989 zł,21.07-28.07.2025(8 dni)
ITAKA,"Czechy,Praga",5,N/A,30.07 - 1.08.2025 (3 dni)Kraków 14:55Bez wyżywienia,2 259 zł,30.07-1.08.2025(3 dni)
ITAKA,"Chorwacja,Dalmacja",4,5.4,20.07 - 23.07.2025 (4 dni)Wrocław 13:55Śniadania,3 249 zł,20.07-23.07.2025(4 dni)
ITAKA,"Czechy,Praga",4,N/A,30.07 - 1.08.2025 (3 dni)Kraków 14:55Śniadania,1 939 zł,30.07-1.08.2025(3 dni)
ITAKA,"Chorwacja,Dalmacja",4,5.2,25.07 - 28.07.2025 (4 dni)Kraków 19:10Śniadania,2 949 zł,25.07-28.07.2025(4 dni)
ITAKA,"Francja,Paryż",5,N/A,28.07 - 30.07.2025 (3 dni)Gdańsk 10:00Bez wyżywienia,3 229 zł,28.07-30.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",3,5.2,28.07 - 31.07.2025 (4 dni)Kraków 05:50Śniadania,2 419 zł,28.07-31.07.2025(4 dni)
ITAKA,"Korea Południowa,Seul",4,N/A,30.07 - 4.08.2025 (6 dni)Warszawa-Okęcie 12:05Bez wyżywienia,7 639 zł,30.07-4.08.2025(6 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,N/A,27.07 - 1.08.2025 (6 dni)Kraków 06:45Śniadania,3 439 zł,27.07-1.08.2025(6 dni)
ITAKA,"Włochy,Rzym",4,N/A,20.07 - 22.07.2025 (3 dni)Kraków 18:40Bez wyżywienia,2 099 zł,20.07-22.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,N/A,27.07 - 1.08.2025 (6 dni)Kraków 06:45Śniadania,3 269 zł,27.07-1.08.2025(6 dni)
ITAKA,Bali,5,N/A,20.07 - 24.07.2025 (5 dni)Kraków 23:50Śniadania,8 979 zł,20.07-24.07.2025(5 dni)
ITAKA,"Włochy,Riwiera Adriatycka",3,N/A,28.07 - 31.07.2025 (4 dni)Kraków 05:502 posiłki,2 519 zł,28.07-31.07.2025(4 dni)
ITAKA,"Japonia,Tokio",5,N/A,21.07 - 26.07.2025 (5 dni)Warszawa-Okęcie 22:50Bez wyżywienia,9 689 zł,21.07-26.07.2025(5 dni)
ITAKA,"Włochy,Riwiera Adriatycka",3,N/A,3.08 - 7.08.2025 (5 dni)Kraków 06:45Śniadania,2 429 zł,3.08-7.08.2025(5 dni)
ITAKA,"Islandia,Reykjavik",3,N/A,27.07 - 30.07.2025 (3 dni)Warszawa-Okęcie 20:30Śniadania,5 079 zł,27.07-30.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,N/A,1.08 - 4.08.2025 (4 dni)Kraków 13:55Śniadania,2 399 zł,1.08-4.08.2025(4 dni)
ITAKA,"Szkocja,Edynburg",4,N/A,17.07 - 19.07.2025 (3 dni)Wrocław 05:50Bez wyżywienia,3 289 zł,17.07-19.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,N/A,1.08 - 4.08.2025 (4 dni)Kraków 13:55Śniadania,3 199 zł,1.08-4.08.2025(4 dni)
ITAKA,"Włochy,Rzym",3,N/A,20.07 - 22.07.2025 (3 dni)Kraków 18:40Śniadania,1 859 zł,20.07-22.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",3,4.6,25.07 - 28.07.2025 (4 dni)Kraków 13:55Śniadania,2 459 zł,25.07-28.07.2025(4 dni)
ITAKA,"Włochy,Rzym",2,N/A,22.07 - 24.07.2025 (3 dni)Kraków 18:40Bez wyżywienia,1 829 zł,22.07-24.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,N/A,27.07 - 1.08.2025 (6 dni)Kraków 06:45Half board plus,4 569 zł,27.07-1.08.2025(6 dni)
ITAKA,"Włochy,Apulia",4,N/A,23.07 - 25.07.2025 (3 dni)Kraków 17:55Śniadania,2 939 zł,23.07-25.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,5.2,3.08 - 10.08.2025 (8 dni)Kraków 06:45Half board,4 609 zł,3.08-10.08.2025(8 dni)
ITAKA,"Włochy,Rzym",3,N/A,20.07 - 22.07.2025 (3 dni)Kraków 18:40Bez wyżywienia,1 979 zł,20.07-22.07.2025(3 dni)
ITAKA,"Włochy,Riwiera Adriatycka",3,N/A,17.07 - 20.07.2025 (4 dni)Kraków 13:00Half board,2 359 zł,17.07-20.07.2025(4 dni)
ITAKA,"Włochy,Rzym",3,N/A,20.07 - 22.07.2025 (3 dni)Kraków 18:40Bez wyżywienia,1 989 zł,20.07-22.07.2025(3 dni)
ITAKA,"Turcja,Belek",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,5 849 zł,5.09-10.09.2025(6 dni)
ITAKA,"Włochy,Riwiera Adriatycka",4,5.2,3.08 - 10.08.2025 (8 dni)Kraków 06:45Half board,4 609 zł,3.08-10.08.2025(8 dni)
ITAKA,Mauritius,5,5.6,24.07 - 30.07.2025 (6 dni)Warszawa-Okęcie 15:102 posiłki,9 149 zł,24.07-30.07.2025(6 dni)
ITAKA,"Zjednoczone Emiraty Arabskie,Dubaj",4,N/A,20.07 - 23.07.2025 (4 dni)Poznań 14:05Śniadania,2 769 zł,20.07-23.07.2025(4 dni)
ITAKA,"Włochy,Rzym",0,5.1,20.07 - 24.07.2025 (5 dni)Warszawa-Okęcie 15:35Śniadania,2 399 zł,20.07-24.07.2025(5 dni)
ITAKA,"Grecja,Zakynthos",5,N/A,26.08 - 2.09.2025 (8 dni)Łódź 13:25All inclusive ultra,16 049 zł,26.08-2.09.2025(8 dni)
ITAKA,"Włochy,Apulia",4,5.2,3.08 - 10.08.2025 (8 dni)Wrocław 05:45Full board plus,7 359 zł,3.08-10.08.2025(8 dni)
ITAKA,"Egipt,Marsa Matrouh",4,N/A,30.07 - 6.08.2025 (8 dni)Katowice 14:15All inclusive,4 499 zł,30.07-6.08.2025(8 dni)
ITAKA,"Hiszpania,Majorka",4,N/A,21.07 - 24.07.2025 (4 dni)Wrocław 05:45Half board plus,3 489 zł,21.07-24.07.2025(4 dni)
ITAKA,"Włochy,Abruzja",4,N/A,22.07 - 25.07.2025 (4 dni)Kraków 13:102 posiłki,2 589 zł,22.07-25.07.2025(4 dni)
ITAKA,"Chorwacja,Dalmacja",4,4.7,18.07 - 21.07.2025 (4 dni)Poznań 18:10Half board plus,3 849 zł,18.07-21.07.2025(4 dni)
ITAKA,"Chorwacja,Dalmacja",4,5.4,20.07 - 23.07.2025 (4 dni)Wrocław 13:55Śniadania,3 249 zł,20.07-23.07.2025(4 dni)
ITAKA,Malediwy,4,5.5,20.07 - 25.07.2025 (5 dni)Poznań 14:053 posiłki,7 789 zł,20.07-25.07.2025(5 dni)
ITAKA,"Dominikana,Punta Cana",5,5.3,3.08 - 11.08.2025 (8 dni)Berlin 09:00All inclusive 24h,9 169 zł,3.08-11.08.2025(8 dni)
ITAKA,"Turcja,Antalya",5,N/A,15.08 - 20.08.2025 (6 dni)Wrocław 02:05Ultra all inclusive,6 499 zł,15.08-20.08.2025(6 dni)
